Navn;Stasjon;Tid(norsk normaltid);Høyeste vindkast (10 min)
E39 Stordabrua;SN48070;28.01.2022 19:30;11
E39 Stordabrua;SN48070;28.01.2022 19:40;11
E39 Stordabrua;SN48070;28.01.2022 19:50;17,8
E39 Stordabrua;SN48070;28.01.2022 20:00;17,8
E39 Stordabrua;SN48070;28.01.2022 20:10;15,3
E39 Stordabrua;SN48070;28.01.2022 20:20;15,3
E39 Stordabrua;SN48070;28.01.2022 20:30;14,6
E39 Stordabrua;SN48070;28.01.2022 20:40;13,5
E39 Stordabrua;SN48070;28.01.2022 20:50;15,2
E39 Stordabrua;SN48070;28.01.2022 21:00;15,2
E39 Stordabrua;SN48070;28.01.2022 21:10;13,3
E39 Stordabrua;SN48070;28.01.2022 21:20;13,3
E39 Stordabrua;SN48070;28.01.2022 21:30;13,5
E39 Stordabrua;SN48070;28.01.2022 21:40;13,5
E39 Stordabrua;SN48070;28.01.2022 21:50;11
E39 Stordabrua;SN48070;28.01.2022 22:00;11
E39 Stordabrua;SN48070;28.01.2022 22:10;11,8
E39 Stordabrua;SN48070;28.01.2022 22:20;11,8
E39 Stordabrua;SN48070;28.01.2022 22:30;11,7
E39 Stordabrua;SN48070;28.01.2022 22:40;10,1
E39 Stordabrua;SN48070;28.01.2022 22:50;8,8
E39 Stordabrua;SN48070;28.01.2022 23:00;7,5
E39 Stordabrua;SN48070;28.01.2022 23:10;8,5
E39 Stordabrua;SN48070;28.01.2022 23:20;9
E39 Stordabrua;SN48070;28.01.2022 23:30;11,1
E39 Stordabrua;SN48070;28.01.2022 23:40;11,1
E39 Stordabrua;SN48070;28.01.2022 23:50;12,1
E39 Stordabrua;SN48070;29.01.2022 00:00;12,1
E39 Stordabrua;SN48070;29.01.2022 00:10;12,1
E39 Stordabrua;SN48070;29.01.2022 00:20;11,2
E39 Stordabrua;SN48070;29.01.2022 00:30;9,9
E39 Stordabrua;SN48070;29.01.2022 00:40;8,4
E39 Stordabrua;SN48070;29.01.2022 00:50;10,1
E39 Stordabrua;SN48070;29.01.2022 01:00;12,3
E39 Stordabrua;SN48070;29.01.2022 01:10;12,3
E39 Stordabrua;SN48070;29.01.2022 01:20;11,6
E39 Stordabrua;SN48070;29.01.2022 01:30;11,9
E39 Stordabrua;SN48070;29.01.2022 01:40;13,1
E39 Stordabrua;SN48070;29.01.2022 01:50;13,1
E39 Stordabrua;SN48070;29.01.2022 02:00;12
E39 Stordabrua;SN48070;29.01.2022 02:10;11,6
E39 Stordabrua;SN48070;29.01.2022 02:20;11,4
E39 Stordabrua;SN48070;29.01.2022 02:30;11,9
E39 Stordabrua;SN48070;29.01.2022 02:40;11,9
E39 Stordabrua;SN48070;29.01.2022 02:50;10,8
E39 Stordabrua;SN48070;29.01.2022 03:00;11,4
E39 Stordabrua;SN48070;29.01.2022 03:10;11,4
E39 Stordabrua;SN48070;29.01.2022 03:20;10,8
E39 Stordabrua;SN48070;29.01.2022 03:30;12,9
E39 Stordabrua;SN48070;29.01.2022 03:40;12,9
E39 Stordabrua;SN48070;29.01.2022 03:50;12,2
E39 Stordabrua;SN48070;29.01.2022 04:00;11
E39 Stordabrua;SN48070;29.01.2022 04:10;10,9
E39 Stordabrua;SN48070;29.01.2022 04:20;11
E39 Stordabrua;SN48070;29.01.2022 04:30;11
E39 Stordabrua;SN48070;29.01.2022 04:40;11,1
E39 Stordabrua;SN48070;29.01.2022 04:50;11,1
E39 Stordabrua;SN48070;29.01.2022 05:00;10,9
E39 Stordabrua;SN48070;29.01.2022 05:10;11,6
E39 Stordabrua;SN48070;29.01.2022 05:20;11,4
E39 Stordabrua;SN48070;29.01.2022 05:30;12,6
E39 Stordabrua;SN48070;29.01.2022 05:40;13,1
E39 Stordabrua;SN48070;29.01.2022 05:50;13,5
E39 Stordabrua;SN48070;29.01.2022 06:00;13,5
E39 Stordabrua;SN48070;29.01.2022 06:10;13,5
E39 Stordabrua;SN48070;29.01.2022 06:20;13,2
E39 Stordabrua;SN48070;29.01.2022 06:30;13,9
E39 Stordabrua;SN48070;29.01.2022 06:40;16,1
E39 Stordabrua;SN48070;29.01.2022 06:50;16,1
E39 Stordabrua;SN48070;29.01.2022 07:00;16
E39 Stordabrua;SN48070;29.01.2022 07:10;16,5
E39 Stordabrua;SN48070;29.01.2022 07:20;16,9
E39 Stordabrua;SN48070;29.01.2022 07:30;16,9
E39 Stordabrua;SN48070;29.01.2022 07:40;19,6
E39 Stordabrua;SN48070;29.01.2022 07:50;19,6
E39 Stordabrua;SN48070;29.01.2022 08:00;16,1
E39 Stordabrua;SN48070;29.01.2022 08:10;16
E39 Stordabrua;SN48070;29.01.2022 08:20;17
E39 Stordabrua;SN48070;29.01.2022 08:30;19,1
E39 Stordabrua;SN48070;29.01.2022 08:40;19,1
E39 Stordabrua;SN48070;29.01.2022 08:50;18,6
E39 Stordabrua;SN48070;29.01.2022 09:00;17,8
E39 Stordabrua;SN48070;29.01.2022 09:10;17,8
E39 Stordabrua;SN48070;29.01.2022 09:20;17,5
E39 Stordabrua;SN48070;29.01.2022 09:30;18,3
E39 Stordabrua;SN48070;29.01.2022 09:40;18,3
E39 Stordabrua;SN48070;29.01.2022 09:50;19,9
E39 Stordabrua;SN48070;29.01.2022 10:00;19,9
E39 Stordabrua;SN48070;29.01.2022 10:10;18,7
E39 Stordabrua;SN48070;29.01.2022 10:20;18,7
E39 Stordabrua;SN48070;29.01.2022 10:30;17,7
E39 Stordabrua;SN48070;29.01.2022 10:40;17,6
E39 Stordabrua;SN48070;29.01.2022 10:50;17,6
E39 Stordabrua;SN48070;29.01.2022 11:00;19,1
E39 Stordabrua;SN48070;29.01.2022 11:10;19,1
E39 Stordabrua;SN48070;29.01.2022 11:20;19
E39 Stordabrua;SN48070;29.01.2022 11:30;19
E39 Stordabrua;SN48070;29.01.2022 11:40;19,4
E39 Stordabrua;SN48070;29.01.2022 11:50;19,4
E39 Stordabrua;SN48070;29.01.2022 12:00;21,6
E39 Stordabrua;SN48070;29.01.2022 12:10;21,6
E39 Stordabrua;SN48070;29.01.2022 12:20;26,4
E39 Stordabrua;SN48070;29.01.2022 12:30;26,4
E39 Stordabrua;SN48070;29.01.2022 12:40;23,1
E39 Stordabrua;SN48070;29.01.2022 12:50;22,8
E39 Stordabrua;SN48070;29.01.2022 13:00;23
E39 Stordabrua;SN48070;29.01.2022 13:10;23
E39 Stordabrua;SN48070;29.01.2022 13:20;19,6
E39 Stordabrua;SN48070;29.01.2022 13:30;22,7
E39 Stordabrua;SN48070;29.01.2022 13:40;22,7
E39 Stordabrua;SN48070;29.01.2022 13:50;20,9
E39 Stordabrua;SN48070;29.01.2022 14:00;23
E39 Stordabrua;SN48070;29.01.2022 14:10;27,3
E39 Stordabrua;SN48070;29.01.2022 14:20;29,3
E39 Stordabrua;SN48070;29.01.2022 14:30;29,3
E39 Stordabrua;SN48070;29.01.2022 14:40;25,4
E39 Stordabrua;SN48070;29.01.2022 14:50;25,6
E39 Stordabrua;SN48070;29.01.2022 15:00;29,9
E39 Stordabrua;SN48070;29.01.2022 15:10;30,8
E39 Stordabrua;SN48070;29.01.2022 15:20;30,8
E39 Stordabrua;SN48070;29.01.2022 15:30;27,5
E39 Stordabrua;SN48070;29.01.2022 15:40;23,3
E39 Stordabrua;SN48070;29.01.2022 15:50;22
E39 Stordabrua;SN48070;29.01.2022 16:00;19,4
E39 Stordabrua;SN48070;29.01.2022 16:10;20,9
E39 Stordabrua;SN48070;29.01.2022 16:20;21,2
E39 Stordabrua;SN48070;29.01.2022 16:30;24,7
E39 Stordabrua;SN48070;29.01.2022 16:40;26
E39 Stordabrua;SN48070;29.01.2022 16:50;29,8
E39 Stordabrua;SN48070;29.01.2022 17:00;29,8
E39 Stordabrua;SN48070;29.01.2022 17:10;26,9
E39 Stordabrua;SN48070;29.01.2022 17:20;26,9
E39 Stordabrua;SN48070;29.01.2022 17:30;26,4
E39 Stordabrua;SN48070;29.01.2022 17:40;26,4
E39 Stordabrua;SN48070;29.01.2022 17:50;20,5
E39 Stordabrua;SN48070;29.01.2022 18:00;22,2
E39 Stordabrua;SN48070;29.01.2022 18:10;22,7
E39 Stordabrua;SN48070;29.01.2022 18:20;22,7
E39 Stordabrua;SN48070;29.01.2022 18:30;24,1
E39 Stordabrua;SN48070;29.01.2022 18:40;27
E39 Stordabrua;SN48070;29.01.2022 18:50;27
E39 Stordabrua;SN48070;29.01.2022 19:00;23,2
E39 Stordabrua;SN48070;29.01.2022 19:10;24,6
E39 Stordabrua;SN48070;29.01.2022 19:20;24,6
E39 Stordabrua;SN48070;29.01.2022 19:30;23,4
E39 Stordabrua;SN48070;29.01.2022 19:40;24,8
E39 Stordabrua;SN48070;29.01.2022 19:50;24,8
E39 Stordabrua;SN48070;29.01.2022 20:00;21,1
E39 Stordabrua;SN48070;29.01.2022 20:10;19,3
E39 Stordabrua;SN48070;29.01.2022 20:20;26,8
E39 Stordabrua;SN48070;29.01.2022 20:30;26,8
E39 Stordabrua;SN48070;29.01.2022 20:40;26,4
E39 Stordabrua;SN48070;29.01.2022 20:50;22,4
E39 Stordabrua;SN48070;29.01.2022 21:00;21
E39 Stordabrua;SN48070;29.01.2022 21:10;22,4
E39 Stordabrua;SN48070;29.01.2022 21:20;25,1
E39 Stordabrua;SN48070;29.01.2022 21:30;28,3
E39 Stordabrua;SN48070;29.01.2022 21:40;28,3
E39 Stordabrua;SN48070;29.01.2022 21:50;26,1
E39 Stordabrua;SN48070;29.01.2022 22:00;26,1
E39 Stordabrua;SN48070;29.01.2022 22:10;25,5
E39 Stordabrua;SN48070;29.01.2022 22:20;27,2
E39 Stordabrua;SN48070;29.01.2022 22:30;30,3
E39 Stordabrua;SN48070;29.01.2022 22:40;33,4
E39 Stordabrua;SN48070;29.01.2022 22:50;33,4
E39 Stordabrua;SN48070;29.01.2022 23:00;31,7
E39 Stordabrua;SN48070;29.01.2022 23:10;33,8
E39 Stordabrua;SN48070;29.01.2022 23:20;33,8
E39 Stordabrua;SN48070;29.01.2022 23:30;33,4
E39 Stordabrua;SN48070;29.01.2022 23:40;32,1
E39 Stordabrua;SN48070;29.01.2022 23:50;35
E39 Stordabrua;SN48070;30.01.2022 00:00;35
E39 Stordabrua;SN48070;30.01.2022 00:10;32,6
E39 Stordabrua;SN48070;30.01.2022 00:20;33,9
E39 Stordabrua;SN48070;30.01.2022 00:30;33,9
E39 Stordabrua;SN48070;30.01.2022 00:40;34,5
E39 Stordabrua;SN48070;30.01.2022 00:50;29,9
E39 Stordabrua;SN48070;30.01.2022 01:00;33,4
E39 Stordabrua;SN48070;30.01.2022 01:10;33,4
E39 Stordabrua;SN48070;30.01.2022 01:20;31,8
E39 Stordabrua;SN48070;30.01.2022 01:30;31,8
E39 Stordabrua;SN48070;30.01.2022 01:40;31
E39 Stordabrua;SN48070;30.01.2022 01:50;30,2
E39 Stordabrua;SN48070;30.01.2022 02:00;30,2
E39 Stordabrua;SN48070;30.01.2022 02:10;32,2
E39 Stordabrua;SN48070;30.01.2022 02:20;33,5
E39 Stordabrua;SN48070;30.01.2022 02:30;33,5
E39 Stordabrua;SN48070;30.01.2022 02:40;31
E39 Stordabrua;SN48070;30.01.2022 02:50;31
E39 Stordabrua;SN48070;30.01.2022 03:00;29,7
E39 Stordabrua;SN48070;30.01.2022 03:10;29,3
E39 Stordabrua;SN48070;30.01.2022 03:20;31,2
E39 Stordabrua;SN48070;30.01.2022 03:30;31,2
E39 Stordabrua;SN48070;30.01.2022 03:40;29,7
E39 Stordabrua;SN48070;30.01.2022 03:50;29,7
E39 Stordabrua;SN48070;30.01.2022 04:00;31,3
E39 Stordabrua;SN48070;30.01.2022 04:10;31,5
E39 Stordabrua;SN48070;30.01.2022 04:20;31,5
E39 Stordabrua;SN48070;30.01.2022 04:30;30,3
E39 Stordabrua;SN48070;30.01.2022 04:40;30,3
E39 Stordabrua;SN48070;30.01.2022 04:50;31,5
E39 Stordabrua;SN48070;30.01.2022 05:00;28,5
E39 Stordabrua;SN48070;30.01.2022 05:10;28,1
E39 Stordabrua;SN48070;30.01.2022 05:20;28,7
E39 Stordabrua;SN48070;30.01.2022 05:30;28,7
E39 Stordabrua;SN48070;30.01.2022 05:40;28,2
E39 Stordabrua;SN48070;30.01.2022 05:50;28,2
E39 Stordabrua;SN48070;30.01.2022 06:00;28
E39 Stordabrua;SN48070;30.01.2022 06:10;24,2
E39 Stordabrua;SN48070;30.01.2022 06:20;23,5
E39 Stordabrua;SN48070;30.01.2022 06:30;23,2
E39 Stordabrua;SN48070;30.01.2022 06:40;23
E39 Stordabrua;SN48070;30.01.2022 06:50;25,3
E39 Stordabrua;SN48070;30.01.2022 07:00;25,3
E39 Stordabrua;SN48070;30.01.2022 07:10;23,5
E39 Stordabrua;SN48070;30.01.2022 07:20;23,7
E39 Stordabrua;SN48070;30.01.2022 07:30;23,7
E39 Stordabrua;SN48070;30.01.2022 07:40;22,1
E39 Stordabrua;SN48070;30.01.2022 07:50;22,1
E39 Stordabrua;SN48070;30.01.2022 08:00;22,1
E39 Stordabrua;SN48070;30.01.2022 08:10;19,7
E39 Stordabrua;SN48070;30.01.2022 08:20;19,7
E39 Stordabrua;SN48070;30.01.2022 08:30;19,6
E39 Stordabrua;SN48070;30.01.2022 08:40;19,6
E39 Stordabrua;SN48070;30.01.2022 08:50;16,9
E39 Stordabrua;SN48070;30.01.2022 09:00;15,7
E39 Stordabrua;SN48070;30.01.2022 09:10;15,2
E39 Stordabrua;SN48070;30.01.2022 09:20;13
E39 Stordabrua;SN48070;30.01.2022 09:30;13
E39 Stordabrua;SN48070;30.01.2022 09:40;16,5
E39 Stordabrua;SN48070;30.01.2022 09:50;16,5
E39 Stordabrua;SN48070;30.01.2022 10:00;13,3
E39 Stordabrua;SN48070;30.01.2022 10:10;14,3
E39 Stordabrua;SN48070;30.01.2022 10:20;14,3
E39 Stordabrua;SN48070;30.01.2022 10:30;11,5
E39 Stordabrua;SN48070;30.01.2022 10:40;11,5
E39 Stordabrua;SN48070;30.01.2022 10:50;9,2
E39 Stordabrua;SN48070;30.01.2022 11:00;9,2
E39 Stordabrua;SN48070;30.01.2022 11:10;9,7
E39 Stordabrua;SN48070;30.01.2022 11:20;9,7
E39 Stordabrua;SN48070;30.01.2022 11:30;9,1
E39 Stordabrua;SN48070;30.01.2022 11:40;9
E39 Stordabrua;SN48070;30.01.2022 11:50;8
E39 Stordabrua;SN48070;30.01.2022 12:00;6,3
E39 Stordabrua;SN48070;30.01.2022 12:10;7,3
E39 Stordabrua;SN48070;30.01.2022 12:20;8
E39 Stordabrua;SN48070;30.01.2022 12:30;8,6
E39 Stordabrua;SN48070;30.01.2022 12:40;8,6
E39 Stordabrua;SN48070;30.01.2022 12:50;8,3
E39 Stordabrua;SN48070;30.01.2022 13:00;10,4
E39 Stordabrua;SN48070;30.01.2022 13:10;10,4
E39 Stordabrua;SN48070;30.01.2022 13:20;10
E39 Stordabrua;SN48070;30.01.2022 13:30;6,7
E39 Stordabrua;SN48070;30.01.2022 13:40;7
E39 Stordabrua;SN48070;30.01.2022 13:50;9,1
E39 Stordabrua;SN48070;30.01.2022 14:00;9,1
E39 Stordabrua;SN48070;30.01.2022 14:10;7,5
E39 Stordabrua;SN48070;30.01.2022 14:20;6,3
E39 Stordabrua;SN48070;30.01.2022 14:30;6,3
E39 Stordabrua;SN48070;30.01.2022 14:40;7
E39 Stordabrua;SN48070;30.01.2022 14:50;7
E39 Stordabrua;SN48070;30.01.2022 15:00;9,4
E39 Stordabrua;SN48070;30.01.2022 15:10;9,4
E39 Stordabrua;SN48070;30.01.2022 15:20;7,8
E39 Stordabrua;SN48070;30.01.2022 15:30;10
E39 Stordabrua;SN48070;30.01.2022 15:40;10
E39 Stordabrua;SN48070;30.01.2022 15:50;9,4
E39 Stordabrua;SN48070;30.01.2022 16:00;7,6
E39 Stordabrua;SN48070;30.01.2022 16:10;6,4
E39 Stordabrua;SN48070;30.01.2022 16:20;6,1
E39 Stordabrua;SN48070;30.01.2022 16:30;6
E39 Stordabrua;SN48070;30.01.2022 16:40;6
E39 Stordabrua;SN48070;30.01.2022 16:50;5,6
E39 Stordabrua;SN48070;30.01.2022 17:00;3,8
E39 Stordabrua;SN48070;30.01.2022 17:10;2,5
E39 Stordabrua;SN48070;30.01.2022 17:20;2,3
E39 Stordabrua;SN48070;30.01.2022 17:30;2,8
E39 Stordabrua;SN48070;30.01.2022 17:40;3
E39 Stordabrua;SN48070;30.01.2022 17:50;3
E39 Stordabrua;SN48070;30.01.2022 18:00;2,8
E39 Stordabrua;SN48070;30.01.2022 18:10;2,4
E39 Stordabrua;SN48070;30.01.2022 18:20;1,9
E39 Stordabrua;SN48070;30.01.2022 18:30;1,9
E39 Stordabrua;SN48070;30.01.2022 18:40;2,4
E39 Stordabrua;SN48070;30.01.2022 18:50;2,9
E39 Stordabrua;SN48070;30.01.2022 19:00;3,4
E39 Stordabrua;SN48070;30.01.2022 19:10;3,5
E39 Stordabrua;SN48070;30.01.2022 19:20;3,5
E39 Stordabrua;SN48070;30.01.2022 19:30;4,1
E39 Stordabrua;SN48070;30.01.2022 19:40;4,1
E39 Stordabrua;SN48070;30.01.2022 19:50;4,5
E39 Stordabrua;SN48070;30.01.2022 20:00;4,7
E39 Stordabrua;SN48070;30.01.2022 20:10;5,1
E39 Stordabrua;SN48070;30.01.2022 20:20;5,1
E39 Stordabrua;SN48070;30.01.2022 20:30;4,8
E39 Stordabrua;SN48070;30.01.2022 20:40;4,8
E39 Stordabrua;SN48070;30.01.2022 20:50;4,5
E39 Stordabrua;SN48070;30.01.2022 21:00;7,4
E39 Stordabrua;SN48070;30.01.2022 21:10;7,4
E39 Stordabrua;SN48070;30.01.2022 21:20;6,7
E39 Stordabrua;SN48070;30.01.2022 21:30;6,1
E39 Stordabrua;SN48070;30.01.2022 21:40;6
E39 Stordabrua;SN48070;30.01.2022 21:50;6
E39 Stordabrua;SN48070;30.01.2022 22:00;4,9
E39 Stordabrua;SN48070;30.01.2022 22:10;4,6
E39 Stordabrua;SN48070;30.01.2022 22:20;4
E39 Stordabrua;SN48070;30.01.2022 22:30;6,1
E39 Stordabrua;SN48070;30.01.2022 22:40;6,7
E39 Stordabrua;SN48070;30.01.2022 22:50;6,8
E39 Stordabrua;SN48070;30.01.2022 23:00;7,2
E39 Stordabrua;SN48070;30.01.2022 23:10;6,7
E39 Stordabrua;SN48070;30.01.2022 23:20;7,1
E39 Stordabrua;SN48070;30.01.2022 23:30;7,1
E39 Stordabrua;SN48070;30.01.2022 23:40;6,5
E39 Stordabrua;SN48070;30.01.2022 23:50;5,8
E39 Stordabrua;SN48070;31.01.2022 00:00;5,8
E39 Stordabrua;SN48070;31.01.2022 00:10;6,5
E39 Stordabrua;SN48070;31.01.2022 00:20;6,5
E39 Stordabrua;SN48070;31.01.2022 00:30;6,1
E39 Stordabrua;SN48070;31.01.2022 00:40;6,6
E39 Stordabrua;SN48070;31.01.2022 00:50;8,1
E39 Stordabrua;SN48070;31.01.2022 01:00;8,1
E39 Stordabrua;SN48070;31.01.2022 01:10;7,3
E39 Stordabrua;SN48070;31.01.2022 01:20;7,2
E39 Stordabrua;SN48070;31.01.2022 01:30;6,7
E39 Stordabrua;SN48070;31.01.2022 01:40;6,2
E39 Stordabrua;SN48070;31.01.2022 01:50;6,9
E39 Stordabrua;SN48070;31.01.2022 02:00;6,9
E39 Stordabrua;SN48070;31.01.2022 02:10;6,1
E39 Stordabrua;SN48070;31.01.2022 02:20;6,1
E39 Stordabrua;SN48070;31.01.2022 02:30;6,1
E39 Stordabrua;SN48070;31.01.2022 02:40;6,1
E39 Stordabrua;SN48070;31.01.2022 02:50;6
E39 Stordabrua;SN48070;31.01.2022 03:00;6
E39 Stordabrua;SN48070;31.01.2022 03:10;5,8
E39 Stordabrua;SN48070;31.01.2022 03:20;5,7
E39 Stordabrua;SN48070;31.01.2022 03:30;6
E39 Stordabrua;SN48070;31.01.2022 03:40;6,1
E39 Stordabrua;SN48070;31.01.2022 03:50;6,2
E39 Stordabrua;SN48070;31.01.2022 04:00;7,1
E39 Stordabrua;SN48070;31.01.2022 04:10;7,4
E39 Stordabrua;SN48070;31.01.2022 04:20;7,2
E39 Stordabrua;SN48070;31.01.2022 04:30;7,4
E39 Stordabrua;SN48070;31.01.2022 04:40;7,4
E39 Stordabrua;SN48070;31.01.2022 04:50;7,5
E39 Stordabrua;SN48070;31.01.2022 05:00;7,5
E39 Stordabrua;SN48070;31.01.2022 05:10;7,5
E39 Stordabrua;SN48070;31.01.2022 05:20;7,5
E39 Stordabrua;SN48070;31.01.2022 05:30;7,1
E39 Stordabrua;SN48070;31.01.2022 05:40;7,1
E39 Stordabrua;SN48070;31.01.2022 05:50;7,6
E39 Stordabrua;SN48070;31.01.2022 06:00;7,6
E39 Stordabrua;SN48070;31.01.2022 06:10;6,9
E39 Stordabrua;SN48070;31.01.2022 06:20;6,9
E39 Stordabrua;SN48070;31.01.2022 06:30;6,8
E39 Stordabrua;SN48070;31.01.2022 06:40;6,9
E39 Stordabrua;SN48070;31.01.2022 06:50;6,9
E39 Stordabrua;SN48070;31.01.2022 07:00;6,7
E39 Stordabrua;SN48070;31.01.2022 07:10;6,3
E39 Stordabrua;SN48070;31.01.2022 07:20;6,4
E39 Stordabrua;SN48070;31.01.2022 07:30;6,4
E39 Stordabrua;SN48070;31.01.2022 07:40;6,2
E39 Stordabrua;SN48070;31.01.2022 07:50;5,8
E39 Stordabrua;SN48070;31.01.2022 08:00;5,8
E39 Stordabrua;SN48070;31.01.2022 08:10;5,7
E39 Stordabrua;SN48070;31.01.2022 08:20;5,4
E39 Stordabrua;SN48070;31.01.2022 08:30;4,9
E39 Stordabrua;SN48070;31.01.2022 08:40;4,9
E39 Stordabrua;SN48070;31.01.2022 08:50;4,4
E39 Stordabrua;SN48070;31.01.2022 09:00;4,3
E39 Stordabrua;SN48070;31.01.2022 09:10;4,3
E39 Stordabrua;SN48070;31.01.2022 09:20;4,1
E39 Stordabrua;SN48070;31.01.2022 09:30;4,1
E39 Stordabrua;SN48070;31.01.2022 09:40;3,8
E39 Stordabrua;SN48070;31.01.2022 09:50;4,6
E39 Stordabrua;SN48070;31.01.2022 10:00;4,6
E39 Stordabrua;SN48070;31.01.2022 10:10;3,4
E39 Stordabrua;SN48070;31.01.2022 10:20;4,2
E39 Stordabrua;SN48070;31.01.2022 10:30;5,6
E39 Stordabrua;SN48070;31.01.2022 10:40;5,6
E39 Stordabrua;SN48070;31.01.2022 10:50;4,4
E39 Stordabrua;SN48070;31.01.2022 11:00;3,8
E39 Stordabrua;SN48070;31.01.2022 11:10;3,7
E39 Stordabrua;SN48070;31.01.2022 11:20;3,6
E39 Stordabrua;SN48070;31.01.2022 11:30;4,6
E39 Stordabrua;SN48070;31.01.2022 11:40;4,6
E39 Stordabrua;SN48070;31.01.2022 11:50;4,6
E39 Stordabrua;SN48070;31.01.2022 12:00;5
E39 Stordabrua;SN48070;31.01.2022 12:10;5,3
E39 Stordabrua;SN48070;31.01.2022 12:20;5,5
E39 Stordabrua;SN48070;31.01.2022 12:30;5,6
E39 Stordabrua;SN48070;31.01.2022 12:40;5,6
E39 Stordabrua;SN48070;31.01.2022 12:50;5,5
E39 Stordabrua;SN48070;31.01.2022 13:00;4,7
E39 Stordabrua;SN48070;31.01.2022 13:10;4,3
E39 Stordabrua;SN48070;31.01.2022 13:20;4,7
E39 Stordabrua;SN48070;31.01.2022 13:30;4,7
E39 Stordabrua;SN48070;31.01.2022 13:40;5
E39 Stordabrua;SN48070;31.01.2022 13:50;6,4
E39 Stordabrua;SN48070;31.01.2022 14:00;7,2
E39 Stordabrua;SN48070;31.01.2022 14:10;7,2
E39 Stordabrua;SN48070;31.01.2022 14:20;6,5
E39 Stordabrua;SN48070;31.01.2022 14:30;6,5
E39 Stordabrua;SN48070;31.01.2022 14:40;10,9
E39 Stordabrua;SN48070;31.01.2022 14:50;10,9
E39 Stordabrua;SN48070;31.01.2022 15:00;9,6
E39 Stordabrua;SN48070;31.01.2022 15:10;12
E39 Stordabrua;SN48070;31.01.2022 15:20;13,2
E39 Stordabrua;SN48070;31.01.2022 15:30;16,2
E39 Stordabrua;SN48070;31.01.2022 15:40;16,2
E39 Stordabrua;SN48070;31.01.2022 15:50;17,3
E39 Stordabrua;SN48070;31.01.2022 16:00;17,3
E39 Stordabrua;SN48070;31.01.2022 16:10;13,9
E39 Stordabrua;SN48070;31.01.2022 16:20;14
E39 Stordabrua;SN48070;31.01.2022 16:30;14
E39 Stordabrua;SN48070;31.01.2022 16:40;14,8
E39 Stordabrua;SN48070;31.01.2022 16:50;14,8
E39 Stordabrua;SN48070;31.01.2022 17:00;10,5
E39 Stordabrua;SN48070;31.01.2022 17:10;11,1
E39 Stordabrua;SN48070;31.01.2022 17:20;10,6
E39 Stordabrua;SN48070;31.01.2022 17:30;10,6
E39 Stordabrua;SN48070;31.01.2022 17:40;9,1
E39 Stordabrua;SN48070;31.01.2022 17:50;9,1
E39 Stordabrua;SN48070;31.01.2022 18:00;8,8
E39 Stordabrua;SN48070;31.01.2022 18:10;8,8
E39 Stordabrua;SN48070;31.01.2022 18:20;9,2
E39 Stordabrua;SN48070;31.01.2022 18:30;10,1
E39 Stordabrua;SN48070;31.01.2022 18:40;10,1
E39 Stordabrua;SN48070;31.01.2022 18:50;12,3
E39 Stordabrua;SN48070;31.01.2022 19:00;12,5
Data er gyldig per 31.01.2022 (CC BY 4.0), Meteorologisk institutt (MET);;;
